CodeId;CodeLanguage;CodeCountry;AccountType;ExternalCode;Caption;Created;CreatedBy;Modified;ModifiedBy;ValidFrom;ValidUntil;IncludedInDistribution;IsValidForOrder;IncludeZeroCashPosition;AccountLinkID;IncludeInIncomeCalendar;ExcludeFromValuation;EnumCaption;AccountSubTypeGroupID;IsForex;RiskPercentage;IncludeInMarginCoverage;FixCode;UserActionID;BuyingPowerCoverage;MarginCoverage;UniqueID;UpdateMask;IsTradingAccount;OverridesCodeId;PriorityForOrderDefaulting
521;NL;BE;1;0521;VdH Loan;2005-03-04 14:21:15.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHLoan;1;2;NULL;1;NULL;NULL;NULL;NULL;past:521;0;NULL;NULL;NULL
521;NL;NL;1;0521;VdH Loan;2005-03-04 14:21:15.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHLoan;1;2;NULL;1;NULL;NULL;NULL;NULL;past:521;0;NULL;NULL;NULL
522;EN;EX;1;0522;VdH Bank guarantees;2005-03-04 14:22:47.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHBankguarantees;1;2;NULL;1;NULL;NULL;NULL;NULL;past:522;0;NULL;NULL;NULL
522;EN;GB;1;0522;VdH Bank guarantees;2005-03-04 14:22:47.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHBankguarantees;1;2;NULL;1;NULL;NULL;NULL;NULL;past:522;0;NULL;NULL;NULL
522;FR;BE;1;0522;VdH Bank guarantees;2005-03-04 14:22:47.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHBankguarantees;1;2;NULL;1;NULL;NULL;NULL;NULL;past:522;0;NULL;NULL;NULL
522;NL;BE;1;0522;VdH Bank guarantees;2005-03-04 14:22:47.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHBankguarantees;1;2;NULL;1;NULL;NULL;NULL;NULL;past:522;0;NULL;NULL;NULL
522;NL;NL;1;0522;VdH Bank guarantees;2005-03-04 14:22:47.000;BAIInstaller;2007-06-15 10:50:12.000;BAIInstaller;NULL;NULL;2;2;2;0;2;1;VdHBankguarantees;1;2;NULL;1;NULL;NULL;NULL;NULL;past:522;0;NULL;NULL;NULL
523;EN;EX;1;A001;"GEA - Rekening Courant ";2008-11-14 16:22:10.000;serv_eximius;2013-06-11 16:36:53.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Rekening Courant ";1;2;NULL;1;NULL;NULL;NULL;NULL;past:523;-1;NULL;NULL;NULL
523;EN;GB;1;A001;"GEA - Rekening Courant ";2008-11-14 16:22:10.000;serv_eximius;2013-06-11 16:36:53.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Rekening Courant ";1;2;NULL;1;NULL;NULL;NULL;NULL;past:523;-1;NULL;NULL;NULL
523;FR;BE;1;A001;"GEA - Rekening Courant ";2008-11-14 16:22:10.000;serv_eximius;2013-06-11 16:36:53.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Rekening Courant ";1;2;NULL;1;NULL;NULL;NULL;NULL;past:523;-1;NULL;NULL;NULL
523;NL;BE;1;A001;"GEA - Rekening Courant ";2008-11-14 16:22:10.000;serv_eximius;2013-06-11 16:36:53.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Rekening Courant ";1;2;NULL;1;NULL;NULL;NULL;NULL;past:523;-1;NULL;NULL;NULL
523;NL;NL;1;A001;"GEA - Rekening Courant ";2008-11-14 16:22:10.000;serv_eximius;2013-06-11 16:36:53.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Rekening Courant ";1;2;NULL;1;NULL;NULL;NULL;NULL;past:523;-1;NULL;NULL;NULL
524;EN;EX;1;A002;"GEA - Effecten rekening ";2008-11-14 16:23:23.000;serv_eximius;2013-06-11 16:39:22.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Effecten rekening ";3;2;NULL;1;NULL;NULL;NULL;NULL;past:524;-1;NULL;NULL;NULL
524;EN;GB;1;A002;"GEA - Effecten rekening ";2008-11-14 16:23:23.000;serv_eximius;2013-06-11 16:39:22.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Effecten rekening ";3;2;NULL;1;NULL;NULL;NULL;NULL;past:524;-1;NULL;NULL;NULL
524;FR;BE;1;A002;"GEA - Effecten rekening ";2008-11-14 16:23:23.000;serv_eximius;2013-06-11 16:39:22.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Effecten rekening ";3;2;NULL;1;NULL;NULL;NULL;NULL;past:524;-1;NULL;NULL;NULL
524;NL;BE;1;A002;"GEA - Effecten rekening ";2008-11-14 16:23:23.000;serv_eximius;2013-06-11 16:39:22.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Effecten rekening ";3;2;NULL;1;NULL;NULL;NULL;NULL;past:524;-1;NULL;NULL;NULL
524;NL;NL;1;A002;"GEA - Effecten rekening ";2008-11-14 16:23:23.000;serv_eximius;2013-06-11 16:39:22.000;eximius;NULL;NULL;1;2;1;0;1;2;"GEA - Effecten rekening ";3;2;NULL;1;NULL;NULL;NULL;NULL;past:524;-1;NULL;NULL;NULL
525;EN;EX;1;A003;GEA - BeleggersPlus Rekening;2008-11-14 16:24:14.000;serv_eximius;2013-06-11 16:39:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus Rekening;3;2;NULL;1;NULL;NULL;NULL;NULL;past:525;-1;NULL;NULL;NULL
525;EN;GB;1;A003;GEA - BeleggersPlus Rekening;2008-11-14 16:24:14.000;serv_eximius;2013-06-11 16:39:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus Rekening;3;2;NULL;1;NULL;NULL;NULL;NULL;past:525;-1;NULL;NULL;NULL
525;FR;BE;1;A003;GEA - BeleggersPlus Rekening;2008-11-14 16:24:14.000;serv_eximius;2013-06-11 16:39:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus Rekening;3;2;NULL;1;NULL;NULL;NULL;NULL;past:525;-1;NULL;NULL;NULL
525;NL;BE;1;A003;GEA - BeleggersPlus Rekening;2008-11-14 16:24:14.000;serv_eximius;2013-06-11 16:39:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus Rekening;3;2;NULL;1;NULL;NULL;NULL;NULL;past:525;-1;NULL;NULL;NULL
525;NL;NL;1;A003;GEA - BeleggersPlus Rekening;2008-11-14 16:24:14.000;serv_eximius;2013-06-11 16:39:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus Rekening;3;2;NULL;1;NULL;NULL;NULL;NULL;past:525;-1;NULL;NULL;NULL
526;EN;EX;1;A004;GEA - Rekening Courant Particulier;2008-11-14 16:24:53.000;serv_eximius;2013-06-11 16:39:59.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Rekening Courant Particulier;1;2;NULL;1;NULL;NULL;NULL;NULL;past:526;-1;NULL;NULL;NULL
526;EN;GB;1;A004;GEA - Rekening Courant Particulier;2008-11-14 16:24:53.000;serv_eximius;2013-06-11 16:39:59.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Rekening Courant Particulier;1;2;NULL;1;NULL;NULL;NULL;NULL;past:526;-1;NULL;NULL;NULL
526;FR;BE;1;A004;GEA - Rekening Courant Particulier;2008-11-14 16:24:53.000;serv_eximius;2013-06-11 16:39:59.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Rekening Courant Particulier;1;2;NULL;1;NULL;NULL;NULL;NULL;past:526;-1;NULL;NULL;NULL
526;NL;BE;1;A004;GEA - Rekening Courant Particulier;2008-11-14 16:24:53.000;serv_eximius;2013-06-11 16:39:59.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Rekening Courant Particulier;1;2;NULL;1;NULL;NULL;NULL;NULL;past:526;-1;NULL;NULL;NULL
526;NL;NL;1;A004;GEA - Rekening Courant Particulier;2008-11-14 16:24:53.000;serv_eximius;2013-06-11 16:39:59.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Rekening Courant Particulier;1;2;NULL;1;NULL;NULL;NULL;NULL;past:526;-1;NULL;NULL;NULL
527;EN;EX;1;A005;GEA - Effecten Rekening Particulier;2008-11-14 16:25:28.000;serv_eximius;2013-06-11 16:40:20.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Effecten Rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:527;-1;NULL;NULL;NULL
527;EN;GB;1;A005;GEA - Effecten Rekening Particulier;2008-11-14 16:25:28.000;serv_eximius;2013-06-11 16:40:20.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Effecten Rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:527;-1;NULL;NULL;NULL
527;FR;BE;1;A005;GEA - Effecten Rekening Particulier;2008-11-14 16:25:28.000;serv_eximius;2013-06-11 16:40:20.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Effecten Rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:527;-1;NULL;NULL;NULL
527;NL;BE;1;A005;GEA - Effecten Rekening Particulier;2008-11-14 16:25:28.000;serv_eximius;2013-06-11 16:40:20.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Effecten Rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:527;-1;NULL;NULL;NULL
527;NL;NL;1;A005;GEA - Effecten Rekening Particulier;2008-11-14 16:25:28.000;serv_eximius;2013-06-11 16:40:20.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - Effecten Rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:527;-1;NULL;NULL;NULL
528;EN;EX;1;A006;GEA - BeleggersPlus rekening Particulier;2008-11-14 16:26:13.000;serv_eximius;2013-06-11 16:40:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:528;-1;-1;NULL;NULL
528;EN;GB;1;A006;GEA - BeleggersPlus rekening Particulier;2008-11-14 16:26:13.000;serv_eximius;2013-06-11 16:40:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:528;-1;-1;NULL;NULL
528;FR;BE;1;A006;GEA - BeleggersPlus rekening Particulier;2008-11-14 16:26:13.000;serv_eximius;2013-06-11 16:40:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:528;-1;-1;NULL;NULL
528;NL;BE;1;A006;GEA - BeleggersPlus rekening Particulier;2008-11-14 16:26:13.000;serv_eximius;2013-06-11 16:40:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:528;-1;-1;NULL;NULL
528;NL;NL;1;A006;GEA - BeleggersPlus rekening Particulier;2008-11-14 16:26:13.000;serv_eximius;2013-06-11 16:40:43.000;eximius;NULL;NULL;1;2;1;0;1;2;GEA - BeleggersPlus rekening Particulier;3;2;NULL;1;NULL;NULL;NULL;NULL;past:528;-1;-1;NULL;NULL
529;EN;EX;1;A010;GEA - Termijndeposito;2009-05-06 15:32:44.000;eximius;2013-01-18 12:44:13.000;eximius;NULL;NULL;1;1;1;0;1;2;GEA - Termijndeposito;3;2;NULL;1;NULL;NULL;NULL;NULL;past:529;-1;NULL;NULL;NULL
529;EN;GB;1;A010;GEA - Termijndeposito;2009-05-06 15:32:44.000;eximius;2013-01-18 12:44:13.000;eximius;NULL;NULL;1;1;1;0;1;2;GEA - Termijndeposito;3;2;NULL;1;NULL;NULL;NULL;NULL;past:529;-1;NULL;NULL;NULL
529;FR;BE;1;A010;GEA - Termijndeposito;2009-05-06 15:32:44.000;eximius;2013-01-18 12:44:13.000;eximius;NULL;NULL;1;1;1;0;1;2;GEA - Termijndeposito;3;2;NULL;1;NULL;NULL;NULL;NULL;past:529;-1;NULL;NULL;NULL
529;NL;BE;1;A010;GEA - Termijndeposito;2009-05-06 15:32:44.000;eximius;2013-01-18 12:44:13.000;eximius;NULL;NULL;1;1;1;0;1;2;GEA - Termijndeposito;3;2;NULL;1;NULL;NULL;NULL;NULL;past:529;-1;NULL;NULL;NULL
529;NL;NL;1;A010;GEA - Termijndeposito;2009-05-06 15:32:44.000;eximius;2013-01-18 12:44:13.000;eximius;NULL;NULL;1;1;1;0;1;2;GEA - Termijndeposito;3;2;NULL;1;NULL;NULL;NULL;NULL;past:529;-1;NULL;NULL;NULL
530;EN;EX;1;0530;Cash - Not Managed;2011-08-11 16:03:15.000;eximius;2011-11-03 14:49:35.000;eximius;1900-01-01 00:00:00.000;NULL;2;2;1;0;2;1;Cash - Not Managed;1;2;NULL;2;NULL;NULL;NULL;NULL;past:530;-1;NULL;NULL;NULL
530;EN;GB;1;0530;Cash - Not Managed;2011-08-11 16:03:15.000;eximius;2011-11-03 14:49:35.000;eximius;1900-01-01 00:00:00.000;NULL;2;2;1;0;2;1;Cash - Not Managed;1;2;NULL;2;NULL;NULL;NULL;NULL;past:530;-1;NULL;NULL;NULL
530;FR;BE;1;0530;Liquidités - Non gérés;2011-08-11 16:03:15.000;eximius;2011-11-03 14:49:35.000;eximius;1900-01-01 00:00:00.000;NULL;2;2;1;0;2;1;Cash - Not Managed;1;2;NULL;2;NULL;NULL;NULL;NULL;past:530;-1;NULL;NULL;NULL
530;NL;BE;1;0530;Cash - Niet Beheerd;2011-08-11 16:03:15.000;eximius;2011-11-03 14:49:35.000;eximius;1900-01-01 00:00:00.000;NULL;2;2;1;0;2;1;Cash - Not Managed;1;2;NULL;2;NULL;NULL;NULL;NULL;past:530;-1;NULL;NULL;NULL
530;NL;NL;1;0530;Cash - Not Managed;2011-08-11 16:03:15.000;eximius;2011-11-03 14:49:35.000;eximius;1900-01-01 00:00:00.000;NULL;2;2;1;0;2;1;Cash - Not Managed;1;2;NULL;2;NULL;NULL;NULL;NULL;past:530;-1;NULL;NULL;NULL
531;EN;EX;2;531;Not Managed;2011-11-03 14:10:28.000;eximius;2011-11-03 14:37:34.000;eximius;NULL;NULL;2;2;1;0;1;1;NULL;3;2;NULL;2;NULL;NULL;NULL;NULL;past:531;-1;NULL;NULL;NULL
531;EN;GB;2;531;Not Managed;2011-11-03 14:10:28.000;eximius;2011-11-03 14:37:34.000;eximius;NULL;NULL;2;2;1;0;1;1;NULL;3;2;NULL;2;NULL;NULL;NULL;NULL;past:531;-1;NULL;NULL;NULL
531;FR;BE;2;531;Non géré;2011-11-03 14:10:28.000;eximius;2011-11-03 14:37:34.000;eximius;NULL;NULL;2;2;1;0;1;1;NULL;3;2;NULL;2;NULL;NULL;NULL;NULL;past:531;-1;NULL;NULL;NULL
531;NL;BE;2;531;Niet Beheerd;2011-11-03 14:10:28.000;eximius;2011-11-03 14:37:34.000;eximius;NULL;NULL;2;2;1;0;1;1;NULL;3;2;NULL;2;NULL;NULL;NULL;NULL;past:531;-1;NULL;NULL;NULL
531;NL;NL;2;531;Not Managed;2011-11-03 14:10:28.000;eximius;2011-11-03 14:37:34.000;eximius;NULL;NULL;2;2;1;0;1;1;NULL;3;2;NULL;2;NULL;NULL;NULL;NULL;past:531;-1;NULL;NULL;NULL
