CodeId;CodeLanguage;CodeCountry;ExternalCode;MovementGroupID;MovementType;OptionDirection;ShortDescription;Caption;Created;CreatedBy;Modified;ModifiedBy;ValidFrom;ValidUntil;MovementSign;COAMovement;InternalCorrection;FeeCategory;EnumCaption;CustomField;IsIncome;CreateCashTransaction;FixCode;TaxLotProcessingTypeId;TaxableRPLCalculationDisabled;UniqueID;UpdateMask;IsPrepayment;MarketValueCalculationEnabled;RPLCalculationDisabled;CashTransactioncode;OverridesCodeId
3069;NL;NL;OEXS;4;4;2;Option expiry short;Option expiry short;2013-11-15 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3069;16;NULL;NULL;NULL;NULL;NULL
3070;EN;EX;ASSL;4;2;1;Assignment Long;Assignment Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3070;16;NULL;NULL;NULL;NULL;NULL
3070;EN;GB;ASSL;4;2;1;Assignment Long;Assignment Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3070;16;NULL;NULL;NULL;NULL;NULL
3070;FR;BE;ASSL;4;2;1;Assignment Long;[FR]Assignment Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3070;16;NULL;NULL;NULL;NULL;NULL
3070;NL;BE;ASSL;4;2;1;Assignment Long;[NL]Assignment Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3070;16;NULL;NULL;NULL;NULL;NULL
3070;NL;NL;ASSL;4;2;1;Assignment Long;Assignment Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3070;16;NULL;NULL;NULL;NULL;NULL
3071;EN;EX;ASSS;4;2;2;Assignment Short;Assignment Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3071;16;NULL;NULL;NULL;NULL;NULL
3071;EN;GB;ASSS;4;2;2;Assignment Short;Assignment Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3071;16;NULL;NULL;NULL;NULL;NULL
3071;FR;BE;ASSS;4;2;2;Assignment Short;[FR]Assignment Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3071;16;NULL;NULL;NULL;NULL;NULL
3071;NL;BE;ASSS;4;2;2;Assignment Short;[NL]Assignment Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3071;16;NULL;NULL;NULL;NULL;NULL
3071;NL;NL;ASSS;4;2;2;Assignment Short;Assignment Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3071;16;NULL;NULL;NULL;NULL;NULL
3072;EN;EX;EXCL;4;2;1;Exercise Long;Exercise Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3072;16;NULL;NULL;NULL;NULL;NULL
3072;EN;GB;EXCL;4;2;1;Exercise Long;Exercise Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3072;16;NULL;NULL;NULL;NULL;NULL
3072;FR;BE;EXCL;4;2;1;Exercise Long;[FR]Exercise Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3072;16;NULL;NULL;NULL;NULL;NULL
3072;NL;BE;EXCL;4;2;1;Exercise Long;[NL]Exercise Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3072;16;NULL;NULL;NULL;NULL;NULL
3072;NL;NL;EXCL;4;2;1;Exercise Long;Exercise Long;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3072;16;NULL;NULL;NULL;NULL;NULL
3073;EN;EX;EXCS;4;2;2;Exercise Short;Exercise Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3073;16;NULL;NULL;NULL;NULL;NULL
3073;EN;GB;EXCS;4;2;2;Exercise Short;Exercise Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3073;16;NULL;NULL;NULL;NULL;NULL
3073;FR;BE;EXCS;4;2;2;Exercise Short;[FR]Exercise Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3073;16;NULL;NULL;NULL;NULL;NULL
3073;NL;BE;EXCS;4;2;2;Exercise Short;[NL]Exercise Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3073;16;NULL;NULL;NULL;NULL;NULL
3073;NL;NL;EXCS;4;2;2;Exercise Short;Exercise Short;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;1;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3073;16;NULL;NULL;NULL;NULL;NULL
3104;EN;EX;CAL1;4;2;1;Corporate Action Long 1;Corporate Action Long 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3104;16;NULL;NULL;NULL;NULL;NULL
3104;EN;GB;CAL1;4;2;1;Corporate Action Long 1;Corporate Action Long 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3104;16;NULL;NULL;NULL;NULL;NULL
3104;FR;BE;CAL1;4;2;1;Corporate Action Long 1;[FR]Corporate Action Long 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3104;16;NULL;NULL;NULL;NULL;NULL
3104;NL;BE;CAL1;4;2;1;Corporate Action Long 1;[NL]Corporate Action Long 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3104;16;NULL;NULL;NULL;NULL;NULL
3104;NL;NL;CAL1;4;2;1;Corporate Action Long 1;Corporate Action Long 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3104;16;NULL;NULL;NULL;NULL;NULL
3105;EN;EX;CAL2;4;2;1;Corporate Action Long 2;Corporate Action Long 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3105;16;NULL;NULL;NULL;NULL;NULL
3105;EN;GB;CAL2;4;2;1;Corporate Action Long 2;Corporate Action Long 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3105;16;NULL;NULL;NULL;NULL;NULL
3105;FR;BE;CAL2;4;2;1;Corporate Action Long 2;[FR]Corporate Action Long 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3105;16;NULL;NULL;NULL;NULL;NULL
3105;NL;BE;CAL2;4;2;1;Corporate Action Long 2;[NL]Corporate Action Long 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3105;16;NULL;NULL;NULL;NULL;NULL
3105;NL;NL;CAL2;4;2;1;Corporate Action Long 2;Corporate Action Long 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3105;16;NULL;NULL;NULL;NULL;NULL
3106;EN;EX;CAL3;4;2;1;Corporate Action Long 3;Corporate Action Long 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3106;16;NULL;NULL;NULL;NULL;NULL
3106;EN;GB;CAL3;4;2;1;Corporate Action Long 3;Corporate Action Long 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3106;16;NULL;NULL;NULL;NULL;NULL
3106;FR;BE;CAL3;4;2;1;Corporate Action Long 3;[FR]Corporate Action Long 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3106;16;NULL;NULL;NULL;NULL;NULL
3106;NL;BE;CAL3;4;2;1;Corporate Action Long 3;[NL]Corporate Action Long 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3106;16;NULL;NULL;NULL;NULL;NULL
3106;NL;NL;CAL3;4;2;1;Corporate Action Long 3;Corporate Action Long 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3106;16;NULL;NULL;NULL;NULL;NULL
3107;EN;EX;CAS1;4;2;2;Corporate Action Short 1;Corporate Action Short 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3107;16;NULL;NULL;NULL;NULL;NULL
3107;EN;GB;CAS1;4;2;2;Corporate Action Short 1;Corporate Action Short 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3107;16;NULL;NULL;NULL;NULL;NULL
3107;FR;BE;CAS1;4;2;2;Corporate Action Short 1;[FR]Corporate Action Short 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3107;16;NULL;NULL;NULL;NULL;NULL
3107;NL;BE;CAS1;4;2;2;Corporate Action Short 1;[NL]Corporate Action Short 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3107;16;NULL;NULL;NULL;NULL;NULL
3107;NL;NL;CAS1;4;2;2;Corporate Action Short 1;Corporate Action Short 1;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3107;16;NULL;NULL;NULL;NULL;NULL
3108;EN;EX;CAS2;4;2;2;Corporate Action Short 2;Corporate Action Short 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3108;16;NULL;NULL;NULL;NULL;NULL
3108;EN;GB;CAS2;4;2;2;Corporate Action Short 2;Corporate Action Short 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3108;16;NULL;NULL;NULL;NULL;NULL
3108;FR;BE;CAS2;4;2;2;Corporate Action Short 2;[FR]Corporate Action Short 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3108;16;NULL;NULL;NULL;NULL;NULL
3108;NL;BE;CAS2;4;2;2;Corporate Action Short 2;[NL]Corporate Action Short 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3108;16;NULL;NULL;NULL;NULL;NULL
3108;NL;NL;CAS2;4;2;2;Corporate Action Short 2;Corporate Action Short 2;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3108;16;NULL;NULL;NULL;NULL;NULL
3109;EN;EX;CAS3;4;2;2;Corporate Action Short 3;Corporate Action Short 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3109;16;NULL;NULL;NULL;NULL;NULL
3109;EN;GB;CAS3;4;2;2;Corporate Action Short 3;Corporate Action Short 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3109;16;NULL;NULL;NULL;NULL;NULL
3109;FR;BE;CAS3;4;2;2;Corporate Action Short 3;[FR]Corporate Action Short 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3109;16;NULL;NULL;NULL;NULL;NULL
3109;NL;BE;CAS3;4;2;2;Corporate Action Short 3;[NL]Corporate Action Short 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3109;16;NULL;NULL;NULL;NULL;NULL
3109;NL;NL;CAS3;4;2;2;Corporate Action Short 3;Corporate Action Short 3;1900-01-01 00:00:00.000;BAIInstaller;2024-05-29 14:58:39.000;MasterConfig;NULL;1900-01-01 00:00:00.000;3;0;0;NULL;NULL;NULL;0;2;NULL;NULL;NULL;pmc:3109;16;NULL;NULL;NULL;NULL;NULL
3110;EN;EX;FEE4;4;1;3;Fee Template 4;Fee Template 4;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE4;NULL;0;2;NULL;NULL;NULL;pmc:3110;0;NULL;NULL;NULL;NULL;NULL
3110;EN;GB;FEE4;4;1;3;Fee Template 4;Fee Template 4;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE4;NULL;0;2;NULL;NULL;NULL;pmc:3110;0;NULL;NULL;NULL;NULL;NULL
3110;FR;BE;FEE4;4;1;3;Fee Template 4;[FR]Fee Template 4;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE4;NULL;0;2;NULL;NULL;NULL;pmc:3110;0;NULL;NULL;NULL;NULL;NULL
3110;NL;BE;FEE4;4;1;3;Fee Template 4;[NL]Fee Template 4;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE4;NULL;0;2;NULL;NULL;NULL;pmc:3110;0;NULL;NULL;NULL;NULL;NULL
3110;NL;NL;FEE4;4;1;3;Fee Template 4;Fee Template 4;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE4;NULL;0;2;NULL;NULL;NULL;pmc:3110;0;NULL;NULL;NULL;NULL;NULL
3111;EN;EX;FEE5;4;1;3;Fee Template 5;Fee Template 5;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE5;NULL;0;2;NULL;NULL;NULL;pmc:3111;0;NULL;NULL;NULL;NULL;NULL
3111;EN;GB;FEE5;4;1;3;Fee Template 5;Fee Template 5;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE5;NULL;0;2;NULL;NULL;NULL;pmc:3111;0;NULL;NULL;NULL;NULL;NULL
3111;FR;BE;FEE5;4;1;3;Fee Template 5;[FR]Fee Template 5;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE5;NULL;0;2;NULL;NULL;NULL;pmc:3111;0;NULL;NULL;NULL;NULL;NULL
3111;NL;BE;FEE5;4;1;3;Fee Template 5;[NL]Fee Template 5;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE5;NULL;0;2;NULL;NULL;NULL;pmc:3111;0;NULL;NULL;NULL;NULL;NULL
3111;NL;NL;FEE5;4;1;3;Fee Template 5;Fee Template 5;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE5;NULL;0;2;NULL;NULL;NULL;pmc:3111;0;NULL;NULL;NULL;NULL;NULL
3112;EN;EX;FEE6;4;1;3;Fee Template 6;Fee Template 6;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE6;NULL;0;2;NULL;NULL;NULL;pmc:3112;0;NULL;NULL;NULL;NULL;NULL
3112;EN;GB;FEE6;4;1;3;Fee Template 6;Fee Template 6;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE6;NULL;0;2;NULL;NULL;NULL;pmc:3112;0;NULL;NULL;NULL;NULL;NULL
3112;FR;BE;FEE6;4;1;3;Fee Template 6;[FR]Fee Template 6;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE6;NULL;0;2;NULL;NULL;NULL;pmc:3112;0;NULL;NULL;NULL;NULL;NULL
3112;NL;BE;FEE6;4;1;3;Fee Template 6;[NL]Fee Template 6;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE6;NULL;0;2;NULL;NULL;NULL;pmc:3112;0;NULL;NULL;NULL;NULL;NULL
3112;NL;NL;FEE6;4;1;3;Fee Template 6;Fee Template 6;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE6;NULL;0;2;NULL;NULL;NULL;pmc:3112;0;NULL;NULL;NULL;NULL;NULL
3113;EN;EX;FEE7;4;1;3;Fee Template 7;Fee Template 7;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE7;NULL;0;2;NULL;NULL;NULL;pmc:3113;0;NULL;NULL;NULL;NULL;NULL
3113;EN;GB;FEE7;4;1;3;Fee Template 7;Fee Template 7;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE7;NULL;0;2;NULL;NULL;NULL;pmc:3113;0;NULL;NULL;NULL;NULL;NULL
3113;FR;BE;FEE7;4;1;3;Fee Template 7;[FR]Fee Template 7;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE7;NULL;0;2;NULL;NULL;NULL;pmc:3113;0;NULL;NULL;NULL;NULL;NULL
3113;NL;BE;FEE7;4;1;3;Fee Template 7;[NL]Fee Template 7;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE7;NULL;0;2;NULL;NULL;NULL;pmc:3113;0;NULL;NULL;NULL;NULL;NULL
3113;NL;NL;FEE7;4;1;3;Fee Template 7;Fee Template 7;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE7;NULL;0;2;NULL;NULL;NULL;pmc:3113;0;NULL;NULL;NULL;NULL;NULL
3114;EN;EX;FEE8;4;1;3;Fee Template 8;Fee Template 8;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE8;NULL;0;2;NULL;NULL;NULL;pmc:3114;0;NULL;NULL;NULL;NULL;NULL
3114;EN;GB;FEE8;4;1;3;Fee Template 8;Fee Template 8;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE8;NULL;0;2;NULL;NULL;NULL;pmc:3114;0;NULL;NULL;NULL;NULL;NULL
3114;FR;BE;FEE8;4;1;3;Fee Template 8;[FR]Fee Template 8;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE8;NULL;0;2;NULL;NULL;NULL;pmc:3114;0;NULL;NULL;NULL;NULL;NULL
3114;NL;BE;FEE8;4;1;3;Fee Template 8;[NL]Fee Template 8;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE8;NULL;0;2;NULL;NULL;NULL;pmc:3114;0;NULL;NULL;NULL;NULL;NULL
3114;NL;NL;FEE8;4;1;3;Fee Template 8;Fee Template 8;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE8;NULL;0;2;NULL;NULL;NULL;pmc:3114;0;NULL;NULL;NULL;NULL;NULL
3115;EN;EX;FEE9;4;1;3;Fee Template 9;Fee Template 9;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3115;0;NULL;NULL;NULL;NULL;NULL
3115;EN;GB;FEE9;4;1;3;Fee Template 9;Fee Template 9;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3115;0;NULL;NULL;NULL;NULL;NULL
3115;FR;BE;FEE9;4;1;3;Fee Template 9;[FR]Fee Template 9;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3115;0;NULL;NULL;NULL;NULL;NULL
3115;NL;BE;FEE9;4;1;3;Fee Template 9;[NL]Fee Template 9;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3115;0;NULL;NULL;NULL;NULL;NULL
3115;NL;NL;FEE9;4;1;3;Fee Template 9;Fee Template 9;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3115;0;NULL;NULL;NULL;NULL;NULL
3116;EN;EX;FEE0;4;1;3;Fee Template 10;Fee Template 10;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3116;0;NULL;NULL;NULL;NULL;NULL
3116;EN;GB;FEE0;4;1;3;Fee Template 10;Fee Template 10;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3116;0;NULL;NULL;NULL;NULL;NULL
3116;FR;BE;FEE0;4;1;3;Fee Template 10;[FR]Fee Template 10;2017-04-03 09:48:40.000;BAIInstaller;2017-04-03 09:48:40.000;BAIInstaller;NULL;NULL;3;0;0;1;FEE9;NULL;0;2;NULL;NULL;NULL;pmc:3116;0;NULL;NULL;NULL;NULL;NULL
